TransactionID,CustomerID,ProductID,Updated_Transaction_date,Quantity,PricePerUnit,TotalAmount,PaymentMethod,RegionID,Discount,TransactionStatus,ShippingAddress,ShippingCost,RefundedAmount,Updated_shipping_date,Updated_delivery_date,CreatedAt,UpdatedAt,ProductRating,LoyaltyPointsEarned,GiftCardUsed,GiftCardAmount,TransactionType,TransactionType
Txn_19244,Cust_6084,Prod_2,11-01-2024,8,1.99,15.92,Credit Card,2,5.26,,"62057 Lyons Radial Suite 556 Kristenside, NY 32028",10.63,2.52,23-10-2024,23-10-2024,24-04-2024,26-07-2024,1.6,50,FALSE,25.37,Online,Online
Txn_19245,Cust_4259,Prod_4,23-10-2024,5,50.53,276.63,Online Payment,2,7.53,Pending,Unit 9606 Box 1189 DPO AP 89645,0.03,49.88,23-10-2024,23-10-2024,08-03-2024,25-07-2024,4.6,36,FALSE,25.37,In-Store,In-Store
Txn_19246,Cust_5728,Prod_27,03-07-2024,5,50.53,276.63,Cash,1,5,Completed,"49712 Parker Isle Suite 011 Lake Stephanie, AK 31657",7.45,45.01,23-05-2024,02-09-2024,07-02-2024,29-03-2024,3,59,TRUE,25.37,Online,Online
Txn_19247,Cust_3917,Prod_39,10-02-2024,5,76.83,276.63,Other,2,7.53,,"25292 Reyes Land Banksview, FL 62105",10.05,25.79,23-10-2024,23-10-2024,09-06-2024,29-02-2024,4.3,83,TRUE,25.37,In-Store,In-Store
Txn_19248,Cust_6531,Prod_4,12-04-2024,3,99.03,297.09,Debit Card,3,18.25,Failed,"9938 Brown Terrace Apt. 327 Brownchester, AL 65790",7.45,49.88,23-10-2024,07-02-2024,04-02-2024,08-01-2024,4.6,50,TRUE,16.89,Online,Online
Txn_19249,Cust_7721,Prod_15,23-10-2024,5,98.09,276.63,Other,2,7.53,Pending,"75861 Joseph Curve Apt. 585 New Claudia, WA 57870",14.52,48.71,23-01-2024,23-10-2024,19-07-2024,11-10-2024,3.3,50,FALSE,32.64,Other,
Txn_19250,Cust_2821,Prod_48,23-10-2024,5,57.27,276.63,Debit Card,2,5.11,Failed,"05326 Hernandez Lane Toddmouth, MO 71591",0.8,49.88,03-09-2024,23-10-2024,12-05-2024,16-07-2024,1.8,91,FALSE,2.87,In-Store,In-Store
Txn_19251,Cust_2821,Prod_45,23-10-2024,5,50.53,276.63,Credit Card,2,7.53,,"527 Gentry Locks Suite 709 New Tara, OH 20190",7.45,26.73,21-03-2024,22-02-2024,22-04-2024,01-06-2024,3,50,FALSE,25.37,In-Store,In-Store
Txn_19252,Cust_499,Prod_44,23-10-2024,8,50.53,276.63,Other,1,5,,"118 Lisa Rue Turnerberg, NH 05588",6.87,49.88,23-10-2024,28-04-2024,28-07-2024,07-06-2024,3.8,1,FALSE,9.41,Other,
Txn_19253,Cust_4528,Prod_1,27-08-2024,7,57.93,405.51,Credit Card,3,7.53,Completed,"98295 Hammond Run Robertborough, AZ 43386",11.48,18.11,23-10-2024,23-10-2024,14-08-2024,12-10-2024,1,36,TRUE,25.37,In-Store,In-Store
Txn_19254,Cust_1930,Prod_46,23-10-2024,5,50.53,276.63,Credit Card,1,12.92,Failed,"101 Rachel Spring Apt. 382 Ericfurt, VI 94712",10.12,49.88,23-10-2024,23-10-2024,09-10-2024,12-05-2024,3,100,TRUE,25.37,Online,Online
Txn_19255,Cust_1261,Prod_11,23-10-2024,8,50.53,276.63,Other,3,8.59,Failed,"39002 Rose Knoll Apt. 252 New Amanda, ME 62907",10.15,49.88,23-10-2024,01-08-2024,16-09-2024,06-10-2024,3,50,FALSE,25.37,Online,Online
Txn_19256,Cust_7302,Prod_44,23-10-2024,5,50.53,276.63,Cash,2,7.53,,"PSC 5811, Box 3872 APO AE 77900",7.45,49.88,09-02-2024,21-03-2024,09-07-2024,05-09-2024,3,81,TRUE,11.09,Other,
Txn_19257,Cust_2582,Prod_39,23-10-2024,9,50.53,276.63,Debit Card,3,5,Failed,"826 Hill Skyway Apt. 615 East Chris, AL 54245",7.45,49.88,30-09-2024,10-06-2024,03-10-2024,08-07-2024,3,4,FALSE,39.1,In-Store,In-Store
Txn_19258,Cust_9359,Prod_9,18-09-2024,5,50.53,276.63,Debit Card,3,5,Completed,"42522 Martin Pass Apt. 952 New William, MT 47291",11.08,49.88,02-08-2024,24-07-2024,24-06-2024,12-04-2024,3.9,60,FALSE,47.16,Other,
Txn_19259,Cust_4579,Prod_8,23-10-2024,10,50.53,276.63,Credit Card,2,7.53,,"6001 Richardson Lock East Zacharyfurt, NE 04129",11.32,60.72,23-10-2024,16-09-2024,25-06-2024,07-06-2024,1.3,54,FALSE,25.37,In-Store,In-Store
Txn_19260,Cust_1721,Prod_3,07-05-2024,3,7.22,21.66,Cash,3,6.03,Completed,"25292 Kim Union Kathleenburgh, AL 75551",10.23,81.84,23-10-2024,23-10-2024,08-01-2024,17-08-2024,3,50,FALSE,25.37,In-Store,In-Store
Txn_19261,Cust_2023,Prod_41,13-09-2024,5,89.54,276.63,Online Payment,2,19.67,Pending,"4326 Kemp Walks Williamsburgh, AK 29259",7.45,92.94,12-07-2024,06-07-2024,04-01-2024,31-05-2024,3,62,FALSE,19.46,In-Store,In-Store
Txn_19262,Cust_6886,Prod_24,23-10-2024,10,50.53,276.63,Cash,3,5,Failed,"18840 Michael Port Apt. 974 Garciafort, OH 80361",8.22,92.62,17-06-2024,25-09-2024,27-03-2024,17-05-2024,1.9,50,FALSE,10.55,In-Store,In-Store
Txn_19263,Cust_5332,Prod_28,05-07-2024,5,50.53,276.63,Credit Card,2,5,Failed,"4345 Rivera Roads Lake Emily, ID 47250",14.24,75.33,13-10-2024,23-10-2024,11-01-2024,12-04-2024,3,83,FALSE,43.18,In-Store,In-Store
Txn_19264,Cust_9341,Prod_28,03-06-2024,5,50.53,276.63,Debit Card,3,0.61,Failed,"355 Tammy Locks Port Julia, WV 61394",7.45,98.53,27-07-2024,25-07-2024,27-06-2024,16-05-2024,4.8,38,FALSE,25.37,In-Store,In-Store
Txn_19265,Cust_3733,Prod_43,23-10-2024,5,34.25,276.63,Debit Card,2,5,Completed,"9961 Warren Manor Apt. 636 South Melissa, AS 10970",7.45,49.88,27-05-2024,19-06-2024,04-09-2024,08-07-2024,1.5,50,TRUE,22.6,Online,Online
Txn_19266,Cust_6680,Prod_48,23-10-2024,5,50.53,276.63,Cash,2,5,Pending,"53426 Edwards Point West Andrea, MO 06898",7.45,49.88,03-06-2024,23-10-2024,27-09-2024,25-04-2024,2.7,67,TRUE,27.18,In-Store,In-Store
Txn_19267,Cust_314,Prod_17,04-10-2024,5,50.53,276.63,Debit Card,3,7.53,Completed,"84831 Stephanie Port East Garyfort, NJ 05933",13.63,93.89,12-05-2024,23-10-2024,31-03-2024,23-04-2024,3,93,TRUE,25.37,Online,Online
Txn_19268,Cust_6141,Prod_43,21-05-2024,5,87.61,276.63,Online Payment,1,7.53,Pending,"265 Pratt Station Tammyborough, MA 36470",12.27,49.88,05-09-2024,06-02-2024,14-10-2024,24-06-2024,3,50,TRUE,49.4,Other,
Txn_19269,Cust_8622,Prod_16,23-10-2024,2,64.63,129.26,Other,2,13.23,Pending,"PSC 9021, Box 1485 APO AA 08192",0.36,22.92,23-10-2024,23-10-2024,05-10-2024,03-08-2024,4.6,50,FALSE,25.37,Online,Online
Txn_19270,Cust_3310,Prod_5,10-01-2024,5,95.74,276.63,Debit Card,2,9.5,Completed,"65225 Kathy Valley Suite 186 Port Tonyaport, IA 58042",1.5,97.54,08-07-2024,22-04-2024,25-06-2024,30-09-2024,1.6,30,FALSE,35.11,Other,
Txn_19271,Cust_4348,Prod_22,28-08-2024,5,33.65,276.63,Credit Card,1,7.53,Completed,"049 Anderson Mountains Suite 445 Lake Gregory, VT 60430",5.57,60.8,23-10-2024,24-08-2024,13-10-2024,29-09-2024,3,55,FALSE,25.37,Other,
Txn_19272,Cust_1782,Prod_26,23-10-2024,5,25.34,276.63,Online Payment,1,10.78,Failed,"0740 Amber Circles Port Sharon, WV 12627",0.34,49.88,13-02-2024,23-10-2024,20-02-2024,04-07-2024,3,23,FALSE,37.14,Other,
Txn_19273,Cust_6999,Prod_21,23-10-2024,5,50.53,276.63,Credit Card,2,7.53,Failed,"47442 Wilson Shoal Apt. 873 North Colintown, IL 22408",5.72,49.88,23-10-2024,13-04-2024,06-08-2024,29-09-2024,1.4,43,TRUE,25.37,In-Store,In-Store
Txn_19274,Cust_2495,Prod_25,25-01-2024,6,50.53,276.63,Online Payment,1,5,Completed,"8367 Mercer Corners Suite 193 West Erin, CT 20035",7.45,89.47,21-01-2024,23-10-2024,27-06-2024,07-07-2024,3.9,50,TRUE,25.37,Other,
Txn_19275,Cust_8224,Prod_16,29-09-2024,6,50.53,276.63,Other,2,5,Completed,"76634 Mark Plaza Apt. 086 West Jamesmouth, OH 51813",6.15,49.88,19-09-2024,23-10-2024,08-10-2024,20-03-2024,3,50,FALSE,25.37,In-Store,In-Store
Txn_19276,Cust_6004,Prod_5,23-10-2024,5,50.53,276.63,Credit Card,2,7.53,,"6411 John Street Suite 447 Fieldsfort, WV 16052",13.33,49.88,23-10-2024,23-10-2024,17-08-2024,19-06-2024,4.3,50,TRUE,5.03,Other,
Txn_19277,Cust_1657,Prod_6,07-07-2024,5,4.29,276.63,Online Payment,2,7.53,Completed,"5533 Michelle Fork Port Danielville, CO 82441",5.59,8.17,23-10-2024,23-10-2024,02-02-2024,14-07-2024,1.4,4,FALSE,40.72,In-Store,In-Store
Txn_19278,Cust_9122,Prod_4,07-07-2024,8,50.53,276.63,Debit Card,3,7.53,Pending,"634 Melissa Burgs Apt. 733 Port Wesley, KS 49577",2.88,79.53,17-09-2024,23-10-2024,23-02-2024,30-03-2024,1.6,50,FALSE,37.14,Online,Online
Txn_19279,Cust_8271,Prod_48,23-10-2024,5,50.53,276.63,Debit Card,2,5,Failed,"15873 Martinez Knolls Keithstad, NC 90917",7.45,49.88,23-10-2024,23-10-2024,12-10-2024,26-09-2024,4.9,18,TRUE,25.37,Other,
Txn_19280,Cust_8848,Prod_35,23-10-2024,5,50.53,276.63,Credit Card,1,5,,"66161 Sanchez Points Apt. 747 Collinsmouth, MN 59676",9.72,49.88,10-05-2024,23-10-2024,11-06-2024,16-04-2024,3.6,35,TRUE,29.71,In-Store,In-Store
Txn_19281,Cust_8240,Prod_30,10-10-2024,2,50.53,276.63,Other,2,5,Failed,"83586 Carolyn Canyon West Jill, AK 51653",7.45,49.88,17-04-2024,23-10-2024,22-07-2024,09-10-2024,3.9,50,FALSE,25.37,Other,
Txn_19282,Cust_8682,Prod_49,29-06-2024,7,96.82,677.74,Online Payment,3,5,Failed,"74525 Reese Radial Apt. 538 Bradleyside, VA 63068",13.69,49.88,17-07-2024,17-04-2024,06-09-2024,29-06-2024,2.1,59,FALSE,2.24,In-Store,In-Store
Txn_19283,Cust_259,Prod_20,23-10-2024,5,58.71,276.63,Online Payment,2,15.99,,"3679 Daniel Forest Apt. 809 Boydstad, LA 05459",7.45,49.88,23-10-2024,04-07-2024,10-05-2024,24-04-2024,3.2,60,FALSE,40.21,In-Store,In-Store
Txn_19284,Cust_4690,Prod_9,23-10-2024,5,50.53,276.63,Credit Card,2,7.53,Completed,"108 Katrina Circle Suite 383 Port Stacy, NM 32127",7.45,49.88,23-10-2024,16-02-2024,20-08-2024,12-09-2024,4.1,50,TRUE,25.37,Online,Online
Txn_19285,Cust_4003,Prod_32,17-01-2024,5,32.72,276.63,Online Payment,3,2.03,Pending,"37009 Kristy Estates Apt. 181 East Ian, PR 33283",8.14,49.88,23-10-2024,17-07-2024,30-04-2024,28-01-2024,2.9,58,TRUE,25.37,Other,
Txn_19286,Cust_5705,Prod_47,23-10-2024,2,41.84,83.68,Cash,2,5,Failed,"734 Green Inlet Humphreymouth, AL 54942",7.45,49.88,23-10-2024,23-10-2024,02-04-2024,01-01-2024,3,69,TRUE,13.74,Other,
Txn_19287,Cust_2459,Prod_1,23-10-2024,4,85.96,343.84,Online Payment,1,5,Pending,"49902 Melinda Mission Apt. 200 North Matthewfort, WA 61255",7.45,49.88,23-10-2024,10-06-2024,24-01-2024,21-07-2024,3,50,FALSE,25.44,In-Store,In-Store
Txn_19288,Cust_5877,Prod_30,09-03-2024,6,54.67,328.02,Debit Card,1,7.53,Completed,"15489 Scott Cape Suite 866 Mannton, NM 41449",11.95,49.88,23-10-2024,24-02-2024,21-09-2024,10-08-2024,3,45,FALSE,16.77,In-Store,In-Store
Txn_19289,Cust_4004,Prod_40,27-02-2024,5,50.11,276.63,Debit Card,2,10.01,Completed,"7233 Christopher Mill Suite 180 Barbarafort, MD 26790",7.45,49.88,23-10-2024,01-04-2024,09-07-2024,19-01-2024,4.3,86,TRUE,20.28,Other,
Txn_19290,Cust_7251,Prod_4,23-10-2024,5,33.24,276.63,Credit Card,2,2.96,Completed,"314 Anita Valleys Sellersmouth, AR 83430",7.45,80.57,23-10-2024,26-05-2024,06-09-2024,31-01-2024,3,50,TRUE,25.37,Online,Online
Txn_19291,Cust_7915,Prod_22,23-10-2024,5,50.53,276.63,Online Payment,2,2.38,,"74660 Teresa Rest Mitchellberg, FM 43762",8.94,49.88,24-06-2024,22-04-2024,09-07-2024,30-05-2024,3,8,TRUE,4.14,In-Store,In-Store
Txn_19292,Cust_5287,Prod_1,14-07-2024,6,2.53,15.18,Other,1,5,,"41954 James Spur Suite 103 Nancyland, MI 04222",7.45,56.7,28-08-2024,18-01-2024,25-07-2024,11-02-2024,3,94,TRUE,1.36,Other,
Txn_19293,Cust_8612,Prod_39,23-10-2024,5,50.53,276.63,Debit Card,1,7.53,,"770 Manning Club Kempton, MN 03596",7.45,32.12,23-10-2024,23-10-2024,27-09-2024,16-06-2024,1.2,10,FALSE,25.37,Other,
Txn_19294,Cust_3906,Prod_36,23-10-2024,5,50.53,276.63,Online Payment,2,5,,"98836 Wood Inlet Thomasstad, RI 06452",3.96,36.15,23-10-2024,14-10-2024,07-08-2024,08-10-2024,3,74,TRUE,25.37,In-Store,In-Store
Txn_19295,Cust_9557,Prod_14,23-10-2024,5,47.07,276.63,Online Payment,1,18.73,Failed,"2541 Mark Rapids Port Ricky, CT 42563",10.17,92.82,23-10-2024,23-10-2024,30-06-2024,28-07-2024,4.6,50,TRUE,25.37,Online,Online
Txn_19296,Cust_3158,Prod_4,07-09-2024,6,50.53,276.63,Other,2,5,Completed,"227 Richards Fall Megantown, NV 96715",7.45,83.36,23-10-2024,02-10-2024,11-09-2024,10-08-2024,1.3,50,FALSE,25.37,In-Store,In-Store
Txn_19297,Cust_1506,Prod_47,23-10-2024,5,93.17,276.63,Other,3,5,,"681 Bray Shoals Suite 243 Lake Kristen, TX 26086",7.45,84.09,23-10-2024,04-06-2024,31-03-2024,04-03-2024,3.8,50,FALSE,22.1,In-Store,In-Store
Txn_19298,Cust_5981,Prod_21,27-03-2024,5,50.53,276.63,Cash,1,7.53,Completed,"14009 Duncan Via Lake Amy, WI 79102",6.88,88.64,23-10-2024,19-03-2024,31-07-2024,27-01-2024,4.7,50,TRUE,22.45,Online,Online
Txn_19299,Cust_9125,Prod_20,19-05-2024,5,63.82,276.63,Cash,1,9.01,Failed,"9833 Barbara Pike Maryville, DC 52813",7.45,82.72,21-02-2024,19-06-2024,01-05-2024,08-03-2024,3,50,TRUE,37.57,Online,Online
Txn_19300,Cust_7905,Prod_47,12-07-2024,10,50.53,276.63,Credit Card,2,7.53,Pending,"679 Lopez Falls Apt. 432 Robertland, TX 95225",11.9,49.88,03-02-2024,23-10-2024,15-04-2024,21-06-2024,2.9,66,FALSE,43.64,Online,Online
Txn_19301,Cust_3026,Prod_11,23-10-2024,3,15.57,46.71,Debit Card,3,5,Pending,"PSC 7378, Box 7384 APO AE 62179",6.35,49.88,11-08-2024,23-10-2024,20-08-2024,21-05-2024,2.4,50,FALSE,17.49,Online,Online
Txn_19302,Cust_2629,Prod_31,23-10-2024,6,10.92,65.52,Online Payment,2,7.53,,"170 Lisa Prairie New Kristen, GU 06398",7.45,54.39,23-10-2024,23-10-2024,11-01-2024,28-07-2024,3,50,TRUE,41.87,Online,Online
Txn_19303,Cust_7972,Prod_49,23-10-2024,5,50.53,276.63,Online Payment,2,5,Failed,"5132 Butler Ports Suite 106 New Noahhaven, AS 78836",5.97,88.83,19-07-2024,11-05-2024,08-05-2024,11-07-2024,4.5,91,TRUE,25.37,Other,
Txn_19304,Cust_7193,Prod_16,05-02-2024,5,96.95,276.63,Other,2,7.53,,"3232 Wright Village Suite 109 South John, PR 65030",10.67,49.88,23-10-2024,23-10-2024,02-06-2024,15-06-2024,1.7,98,FALSE,32.48,Other,
Txn_19305,Cust_2598,Prod_46,21-01-2024,2,36.13,72.26,Online Payment,3,5,Failed,"840 Christopher Lodge Apt. 385 Jonesmouth, OH 37392",7.41,21,09-10-2024,08-01-2024,08-02-2024,29-08-2024,1.5,57,FALSE,25.37,Online,Online
Txn_19306,Cust_1370,Prod_33,20-07-2024,6,50.53,276.63,Online Payment,3,5,Failed,"8473 Christopher Lodge Mendezton, NV 96041",7.45,49.88,23-10-2024,23-10-2024,12-09-2024,07-05-2024,1.4,50,TRUE,32.32,Other,
Txn_19307,Cust_518,Prod_6,23-10-2024,5,98.12,276.63,Cash,2,5,,"076 Paul Mall Apt. 457 West Jennifer, MN 45422",6.75,49.88,23-10-2024,06-05-2024,03-02-2024,21-07-2024,4.6,62,FALSE,25.37,Online,Online
Txn_19308,Cust_8834,Prod_2,08-04-2024,8,50.53,276.63,Cash,2,9.89,Failed,"404 Page Manor Suite 400 South Keith, KS 61494",7.45,36.32,06-03-2024,03-10-2024,27-07-2024,04-07-2024,3,22,TRUE,30.51,Online,Online
Txn_19309,Cust_5501,Prod_22,24-09-2024,2,65.05,130.1,Online Payment,2,7.53,Pending,USS Welch FPO AA 31362,11.2,49.88,10-06-2024,23-10-2024,18-06-2024,09-10-2024,2.1,49,FALSE,42.65,Other,
Txn_19310,Cust_7830,Prod_33,04-02-2024,5,22.39,276.63,Other,2,7.53,Failed,"209 Rachel Locks North Jessicaborough, NV 18474",5.41,49.88,07-01-2024,28-06-2024,31-07-2024,17-03-2024,4.5,50,FALSE,25.37,Other,
Txn_19311,Cust_5176,Prod_12,23-10-2024,4,50.53,276.63,Online Payment,2,5,,"084 Campbell Pike Apt. 421 Robinsonland, NJ 78915",7.45,55.61,23-10-2024,23-10-2024,12-05-2024,14-10-2024,3,35,FALSE,25.37,In-Store,In-Store
Txn_19312,Cust_1705,Prod_29,23-10-2024,5,50.53,276.63,Online Payment,2,7.53,Completed,"05343 Brown Square Apt. 314 Waltonland, AZ 12839",14.43,49.88,23-10-2024,31-01-2024,03-01-2024,25-09-2024,3,50,FALSE,25.37,Online,Online
Txn_19313,Cust_7689,Prod_6,03-05-2024,4,50.53,276.63,Debit Card,3,7.53,,USCGC Blair FPO AA 64093,7.45,49.88,23-10-2024,23-10-2024,17-01-2024,06-04-2024,2.6,24,TRUE,36.87,Online,Online
Txn_19314,Cust_2039,Prod_10,23-10-2024,5,37.03,276.63,Cash,2,5.18,Completed,"995 Hebert Ranch Apt. 373 South Gregory, MH 17176",7.45,58.01,23-10-2024,23-10-2024,25-06-2024,07-08-2024,1.3,50,FALSE,25.37,Other,
Txn_19315,Cust_3784,Prod_1,23-10-2024,5,3,276.63,Credit Card,1,5,Failed,"6519 Nicole Fords New Ricardomouth, MP 17653",1.82,49.88,23-10-2024,23-10-2024,08-02-2024,16-03-2024,1.4,66,TRUE,44.51,Other,
Txn_19316,Cust_6357,Prod_20,01-06-2024,5,50.53,276.63,Debit Card,1,7.53,,"29173 Castillo Junction Apt. 787 North Mary, DE 96662",7.45,5.36,23-10-2024,23-10-2024,13-10-2024,30-03-2024,1.6,84,TRUE,25.37,Other,
Txn_19317,Cust_9720,Prod_46,12-10-2024,5,65.6,276.63,Debit Card,2,6.6,Failed,"80934 Cynthia Causeway Port Travisberg, NM 06126",7.45,49.88,23-10-2024,16-03-2024,07-08-2024,25-08-2024,3.4,50,FALSE,34.86,Online,Online
Txn_19318,Cust_1166,Prod_37,23-10-2024,1,71.12,71.12,Cash,2,19.94,Failed,"9566 Matthew Forges Apt. 389 Port Alexanderfort, CT 43898",6.59,49.88,23-10-2024,23-10-2024,03-09-2024,18-02-2024,3,50,FALSE,25.37,In-Store,In-Store
Txn_19319,Cust_6753,Prod_50,19-07-2024,7,15.58,109.06,Credit Card,3,5,Failed,"692 Saunders Fork Apt. 480 Davidview, NM 13346",10.52,19.87,04-09-2024,23-10-2024,07-06-2024,04-01-2024,3,50,FALSE,36.86,Other,
Txn_19320,Cust_9200,Prod_14,23-10-2024,7,50.53,276.63,Cash,1,18.12,Failed,"362 Charles Mall Tracishire, CA 33768",7.45,49.88,23-10-2024,23-10-2024,14-09-2024,09-02-2024,3,61,TRUE,25.37,Online,Online
Txn_19321,Cust_217,Prod_20,19-01-2024,7,50.53,276.63,Debit Card,2,7.53,,"71248 Nicole Keys Apt. 292 Port Virginia, MS 24303",9,41.21,23-10-2024,23-10-2024,28-08-2024,16-05-2024,3,50,FALSE,25.37,In-Store,In-Store
Txn_19322,Cust_8244,Prod_30,23-10-2024,5,50.53,276.63,Debit Card,2,10.75,,"8311 Smith Well Suite 456 Mcintoshchester, SC 30572",11.6,49.88,14-10-2024,23-05-2024,29-05-2024,02-09-2024,3,50,FALSE,25.37,Online,Online
Txn_19323,Cust_6211,Prod_24,20-05-2024,1,50.53,276.63,Cash,2,7.53,Completed,"9074 Christopher Orchard Smithborough, WI 91750",7.45,49.88,23-10-2024,18-08-2024,04-10-2024,07-01-2024,4.6,50,FALSE,6.79,Online,Online
Txn_19324,Cust_9488,Prod_31,17-05-2024,1,67.79,67.79,Online Payment,2,5,Completed,"8693 Skinner Junction Apt. 780 West Josephton, AZ 90390",7.45,49.88,23-10-2024,04-01-2024,25-07-2024,16-08-2024,1.4,2,FALSE,46.2,In-Store,In-Store
Txn_19325,Cust_728,Prod_14,17-08-2024,4,14.61,58.44,Other,2,5,Completed,"719 Cisneros Pike Port Kathrynfort, PW 14646",14.94,49.88,04-08-2024,23-10-2024,27-06-2024,05-08-2024,3.7,50,FALSE,25.37,Online,Online
Txn_19326,Cust_298,Prod_1,04-03-2024,5,50.53,276.63,Other,1,5,Pending,"265 Willie Underpass Joycestad, CO 92173",7.45,49.88,04-07-2024,23-10-2024,29-07-2024,04-07-2024,3,50,TRUE,25.37,Other,
Txn_19327,Cust_8109,Prod_28,23-10-2024,5,26.77,276.63,Other,3,7.53,Failed,"35486 Benjamin Camp Mirandamouth, RI 22196",6.14,37.84,23-10-2024,23-10-2024,31-08-2024,29-05-2024,3,78,TRUE,16.59,Other,
Txn_19328,Cust_9842,Prod_37,17-07-2024,9,50.53,276.63,Online Payment,1,5,Completed,"9678 Jacob Mall Suite 762 South Johnfort, NV 24838",5.14,49.88,23-10-2024,23-10-2024,20-06-2024,19-08-2024,2.4,50,FALSE,25.37,Online,Online
Txn_19329,Cust_9599,Prod_4,23-10-2024,9,50.53,276.63,Debit Card,3,5,Completed,"80308 Brown Branch Apt. 246 West Jerrychester, OR 85859",7.45,49.88,01-06-2024,29-04-2024,07-05-2024,26-05-2024,3,50,FALSE,30.44,In-Store,In-Store
Txn_19330,Cust_7109,Prod_44,23-10-2024,5,12.63,276.63,Other,2,7.53,,"46503 Michael Lane Suite 698 Port Crystalville, RI 95116",7.45,56.59,23-10-2024,23-10-2024,24-02-2024,14-07-2024,2.6,50,FALSE,37.88,Other,
Txn_19331,Cust_2967,Prod_4,23-10-2024,5,24.89,276.63,Cash,2,5,Completed,Unit 4696 Box 8576 DPO AE 42285,7.45,78.04,02-01-2024,08-03-2024,23-08-2024,04-07-2024,1.3,50,FALSE,25.37,In-Store,In-Store
Txn_19332,Cust_6566,Prod_32,23-10-2024,9,50.53,276.63,Online Payment,3,5,Failed,"834 Dunn Square Melanieview, MS 50023",7.45,49.88,23-10-2024,23-05-2024,25-04-2024,15-02-2024,3,60,TRUE,25.37,Other,
Txn_19333,Cust_3885,Prod_12,19-04-2024,1,38.3,38.3,Debit Card,1,16.59,Completed,"30291 Simmons Wall Suite 920 West Robert, HI 29532",8.47,49.88,21-07-2024,23-10-2024,07-05-2024,30-06-2024,3.8,56,FALSE,25.37,Other,
Txn_19334,Cust_9313,Prod_29,23-10-2024,9,50.53,276.63,Credit Card,2,16.33,Pending,USNS Wilson FPO AE 13861,7.08,49.88,23-10-2024,06-06-2024,11-02-2024,19-06-2024,3,50,FALSE,25.37,In-Store,In-Store
Txn_19335,Cust_9091,Prod_20,25-08-2024,5,48.6,243,Online Payment,2,4.23,Pending,"4388 Nancy Mountain Lake Robertport, MN 76977",7.45,91.77,23-05-2024,31-03-2024,24-05-2024,12-05-2024,2.4,50,FALSE,49.62,Other,
Txn_19336,Cust_276,Prod_19,15-02-2024,3,72.76,218.28,Online Payment,1,1.26,,"693 Woods Island Danside, MN 08666",7.45,49.88,14-09-2024,23-07-2024,10-02-2024,13-09-2024,3,49,FALSE,1.39,Other,
Txn_19337,Cust_2883,Prod_4,23-10-2024,5,50.53,276.63,Debit Card,3,15.35,,"4114 Moore Vista Port Austinshire, WA 12372",6.54,73.74,23-10-2024,23-10-2024,04-06-2024,27-01-2024,3,50,FALSE,18.66,Other,
Txn_19338,Cust_1400,Prod_34,23-10-2024,5,50.53,276.63,Cash,2,7.53,,"PSC 6872, Box 9962 APO AE 74327",14.18,49.88,23-10-2024,22-01-2024,07-07-2024,14-02-2024,1.1,95,FALSE,25.37,Other,
Txn_19339,Cust_2375,Prod_44,23-10-2024,10,82.05,820.5,Cash,2,5.41,Failed,"31393 Holly Estates Apt. 751 Mckeeview, PA 73804",1.86,49.88,23-10-2024,26-07-2024,07-10-2024,18-02-2024,3,8,FALSE,38.07,Online,Online
Txn_19340,Cust_6671,Prod_23,23-10-2024,10,76,760,Credit Card,3,5,Failed,"65093 Debra Views Apt. 560 Deckerland, WA 64806",5.38,49.88,15-04-2024,23-10-2024,24-01-2024,21-07-2024,3,50,TRUE,11.73,Other,
Txn_19341,Cust_8557,Prod_8,24-04-2024,5,10.77,276.63,Debit Card,2,5,Completed,"14795 Brown Extensions Apt. 460 East Heatherfurt, IA 80262",1.49,19.74,23-10-2024,23-10-2024,26-01-2024,22-05-2024,2,20,TRUE,27.31,Online,Online
Txn_19342,Cust_7710,Prod_6,06-10-2024,5,50.53,276.63,Credit Card,2,5,Completed,"351 Lopez Plain Apt. 690 Port Margaret, GU 88298",7.45,23.92,15-05-2024,20-03-2024,05-10-2024,09-06-2024,3,19,FALSE,25.37,In-Store,In-Store
Txn_19343,Cust_5082,Prod_38,23-10-2024,5,50.53,276.63,Online Payment,3,5,,"9284 Campbell Square West Brandy, TN 20121",7.45,77.08,10-07-2024,23-10-2024,11-04-2024,06-02-2024,4.2,15,FALSE,9.65,In-Store,In-Store
Txn_19344,Cust_9405,Prod_3,07-04-2024,3,50.53,276.63,Debit Card,2,5,Completed,"179 Harris Rapid Suite 664 East Anthony, VA 09665",13.99,18.7,21-03-2024,23-10-2024,11-03-2024,21-05-2024,3,57,TRUE,6.7,In-Store,In-Store
Txn_19345,Cust_8423,Prod_40,23-10-2024,5,43.44,276.63,Credit Card,2,5,Completed,"2507 Martinez Street Herrerashire, AR 67356",7.45,49.88,27-05-2024,08-08-2024,29-03-2024,18-02-2024,2.8,50,TRUE,25.37,In-Store,In-Store
Txn_19346,Cust_9932,Prod_11,21-04-2024,5,35.93,276.63,Online Payment,1,16.44,Pending,"1286 Benjamin Throughway Jamesmouth, AR 31806",1.82,49.88,23-10-2024,19-01-2024,23-04-2024,10-04-2024,2.3,56,FALSE,25.37,Online,Online
